place,id,sector,year,emp,ann_pay,prod_avg,prod_ann_h,prod_ann_w,mat_cost,ship_val,val_added,total_exp
Arkansas,3314,Nonferrous metal (except aluminum) production and processing,2013,754,38146,592,1297,27552,331031,505463,170756,6359
Arkansas,3315,Foundries,2013,1116,45225,968,2189,32706,179010,278832,95824,4051
Arkansas,332,Fabricated metal product manufacturing,2013,13880,647433,10722,22209,435028,2548175,4991092,2377700,163440
Arkansas,3322,Cutlery and handtool manufacturing,2013,613,22528,529,905,15390,29480,109329,84480,1993
Arkansas,3323,Architectural and structural metals manufacturing,2013,3728,190578,2492,5296,103365,585669,963277,386827,19629
Arkansas,3324,"Boiler, tank, and shipping container manufacturing",2013,575,27236,482,1027,19569,152835,218807,66051,8935
Arkansas,3326,Spring and wire product manufacturing,2013,368,17225,263,599,10250,73126,118858,42911,1157
Arkansas,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,1852,84603,1456,2706,63561,139591,330616,177803,6915
Arkansas,3328,"Coating, engraving, heat treating, and allied activities",2013,429,18250,344,757,13441,72597,133118,60434,2555
Arkansas,3329,Other fabricated metal product manufacturing,2013,5163,231232,4228,9002,169051,1114518,2657250,1467634,111778
Arkansas,333,Machinery manufacturing,2013,12472,517534,9489,17614,292557,1847629,3637509,1777407,93109
Arkansas,3331,"Agriculture, construction, and mining machinery manufacturing",2013,2851,97590,2429,4148,54159,629955,1138487,494181,48890
Arkansas,3332,Industrial machinery manufacturing,2013,976,40405,802,1630,28017,100026,195215,95096,4109
Arkansas,3333,Commercial and service industry machinery manufacturing,2013,829,44700,376,702,13108,105827,273738,167221,2404
Arkansas,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,3871,150511,2935,5314,84705,544960,1082608,537035,17007
Arkansas,3335,Metalworking machinery manufacturing,2013,838,40285,713,1541,29968,98077,178171,83448,1822
Arkansas,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,632,32098,486,956,22390,108544,189560,82764,6575
Arkansas,3339,Other general purpose machinery manufacturing,2013,2476,111945,1748,3323,60211,260240,579729,317662,12302
Arkansas,335,"Electrical equipment, appliance, and component manufacturing",2013,5514,241416,4457,9188,175984,856966,1677701,804545,79789
Arkansas,3353,Electrical equipment manufacturing,2013,2956,126589,2476,5168,97219,437860,882631,433748,51633
Arkansas,3359,Other electrical equipment and component manufacturing,2013,2197,101692,1751,3572,72533,353860,654996,295973,27485
Arkansas,336,Transportation equipment manufacturing,2013,14450,671703,11729,23978,479653,4999830,7396873,2373301,106152
Arkansas,3363,Motor vehicle parts manufacturing,2013,5946,256900,5005,10611,177616,1189649,1802367,612784,47238
Arkansas,339,Miscellaneous manufacturing,2013,3526,132639,2233,4571,71671,288220,602197,314027,8038
Arkansas,3399,Other miscellaneous manufacturing,2013,1965,73731,1153,2320,36807,181483,384367,202544,5943
California,31-33,Manufacturing,2013,1137850,70110824,723826,1451780,32522465,279417802,524493882,245764599,15505600
California,311,Food manufacturing,2013,150660,6391652,115837,235251,4138904,47263365,75425692,28376513,1530025
California,3111,Animal food manufacturing,2013,2914,151753,1993,4200,85217,4072554,4885744,833251,50195
California,3112,Grain and oilseed milling,2013,3882,221928,2884,6468,146093,3731345,5104462,1345319,83876
California,3113,Sugar and confectionery product manufacturing,2013,8836,399046,5586,10904,225497,1765546,3098395,1316721,72787
California,3114,Fruit and vegetable preserving and specialty food manufacturing,2013,31443,1265507,25941,50235,856456,6390880,12032880,5664316,340258
California,3115,Dairy product manufacturing,2013,16148,921215,12248,24968,621278,12112949,15985045,3989633,257723
California,3116,Animal slaughtering and processing,2013,20380,752200,17303,41944,552591,6072953,9390285,3299080,193921
California,3117,Seafood product preparation and packaging,2013,1818,62448,1509,2790,39447,654672,856281,202890,14394
California,3118,Bakeries and tortilla manufacturing,2013,34931,1247528,25106,47046,783060,3898435,8508834,4630739,190828
California,3119,Other food manufacturing,2013,30308,1370027,23268,46695,829264,8564030,15563767,7094562,326041
California,312,Beverage and tobacco product manufacturing,2013,39317,2179302,19339,38555,952312,10512362,23317720,12661663,1259883
California,3121,Beverage manufacturing,2013,39299,2178581,19327,38532,951867,10510103,23312558,12658760,1259780
California,3122,Tobacco manufacturing,2013,18,721,12,23,445,2259,5162,2903,103
California,313,Textile mills,2013,7131,249750,5691,11450,161342,779098,1440257,661189,26747
California,3131,"Fiber, yarn, and thread mills",2013,394,12071,354,696,8988,73267,106251,33296,952
California,3132,Fabric mills,2013,1505,52948,1180,2373,34598,191292,322453,133245,11214
California,3133,Textile and fabric finishing and fabric coating mills,2013,5232,184731,4157,8381,117756,514539,1011553,494648,14580
California,314,Textile product mills,2013,8658,297915,6554,12679,179538,907997,1667983,757383,18007
California,3141,Textile furnishings mills,2013,4016,150557,3072,5798,89453,642363,1072694,409760,11029
California,3149,Other textile product mills,2013,4642,147358,3481,6881,90085,265634,595289,347623,6978
California,315,Apparel manufacturing,2013,41275,1209760,31563,56149,730821,2928356,5805212,2878350,153587
California,3151,Apparel knitting mills,2013,1045,46329,720,1423,28661,286358,484131,239287,4074
California,3152,Cut and sew apparel manufacturing,2013,38795,1107295,29914,52953,680325,2471282,4954285,2441269,148083
California,3159,Apparel accessories and other apparel manufacturing,2013,1435,56137,930,1774,21835,170716,366796,197794,1430
California,316,Leather and allied product manufacturing,2013,2447,78431,1889,3413,43702,180185,388480,205093,5138
California,3161,Leather and hide tanning and finishing,2013,60,2295,44,89,1498,17683,26796,9931,399
California,3162,Footwear manufacturing,2013,624,19039,526,965,12985,45299,85714,37168,593
California,3169,Other leather and allied product manufacturing,2013,1764,57097,1320,2359,29219,117203,275970,157994,4146
California,321,Wood product manufacturing,2013,18852,737491,14673,29677,509733,2676922,4552577,1902349,147011
California,3211,Sawmills and wood preservation,2013,3414,162493,2914,6361,130578,849302,1325147,462621,75599
California,3212,"Veneer, plywood, and engineered wood product manufacturing",2013,2035,80844,1597,3184,52613,329560,539894,214011,15467
California,3219,Other wood product manufacturing,2013,13403,494154,10162,20132,326542,1498061,2687536,1225717,55946
California,322,Paper manufacturing,2013,20109,1121222,15725,32602,725197,5055967,9838442,4749064,315030
California,323,Printing and related support activities,2013,43265,1945275,29968,59448,1116151,3040673,7520406,4490284,229722
California,3231,Printing and related support activities,2013,43265,1945275,29968,59448,1116151,3040673,7520406,4490284,229722
California,324,Petroleum and coal products manufacturing,2013,11699,1260912,7514,16901,703753,84531606,95556518,12018450,3529744
California,3241,Petroleum and coal products manufacturing,2013,11699,1260912,7514,16901,703753,84531606,95556518,12018450,3529744
California,325,Chemical manufacturing,2013,71929,6067583,40371,81928,2236589,17030365,62443336,45250872,1489611
California,3251,Basic chemical manufacturing,2013,5520,473120,3466,7414,242398,2343628,4733519,2372323,147552
California,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2013,3348,190592,2219,4678,108895,1123808,1714079,599713,35005
California,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2013,2074,129077,1205,2368,57272,721367,1314054,650176,63358
California,3254,Pharmaceutical and medicine manufacturing,2013,43034,4265554,22398,45498,1357175,9076391,45743650,36533889,1089103
California,3255,"Paint, coating, and adhesive manufacturing",2013,3985,245625,2342,4761,118714,1234622,2541081,1289721,31005
California,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2013,8521,445328,5373,10262,213662,1288198,3975845,2632234,80333
California,3259,Other chemical product and preparation manufacturing,2013,5447,318287,3369,6947,138473,1242351,2421109,1172816,43256
California,326,Plastics and rubber products manufacturing,2013,50297,2266251,37723,76452,1336042,7202681,14274416,7115453,403956
California,3261,Plastics product manufacturing,2013,44806,2018307,33552,68174,1189356,6475934,12954000,6514199,369302
California,3262,Rubber product manufacturing,2013,5492,247945,4171,8279,146686,726747,1320416,601255,34653
California,327,Nonmetallic mineral product manufacturing,2013,30197,1533416,23519,48122,1064318,3979175,8721123,4724809,257968
California,3272,Glass and glass product manufacturing,2013,7610,402036,6081,12525,267991,929290,2137864,1198838,60947
California,3273,Cement and concrete product manufacturing,2013,15001,749100,11939,24554,554433,2232503,4497764,2252458,149810
California,3274,Lime and gypsum product manufacturing,2013,575,35713,457,969,25608,147851,285860,138159,4919
California,3279,Other nonmetallic mineral product manufacturing,2013,5244,267794,3726,7654,165971,591050,1508551,925662,36559
California,331,Primary metal manufacturing,2013,15526,848934,12069,25838,568071,5383385,7800098,2374914,221771
California,3313,Alumina and aluminum production and processing,2013,2810,146444,2143,4579,98177,781108,1207653,442203,24477
California,3314,Nonferrous metal (except aluminum) production and processing,2013,2213,130448,1598,3370,75101,909084,1377009,462047,19770
California,3315,Foundries,2013,6412,294190,5251,11019,206938,546524,1348036,803404,41512
California,332,Fabricated metal product manufacturing,2013,127340,6520063,93347,191881,4114119,11584303,27800951,16297688,932283
California,3321,Forging and stamping,2013,8599,456082,6389,13583,286611,1498896,2816778,1307225,93921
California,3322,Cutlery and handtool manufacturing,2013,2345,116909,1584,3181,60567,214525,505114,296774,11178
California,3323,Architectural and structural metals manufacturing,2013,28862,1351676,20150,40159,817173,2913967,6232338,3320731,126737
California,3324,"Boiler, tank, and shipping container manufacturing",2013,3939,252446,3009,6840,173192,1287628,2105292,797653,52932
California,3325,Hardware manufacturing,2013,2337,109293,1545,3232,59002,193291,517656,320869,10426
California,3326,Spring and wire product manufacturing,2013,1804,80193,1317,2392,44249,149698,326647,179890,6226
California,3327,"Machine shops; turned product; and screw, nut, and bolt manufacturing",2013,46820,2448884,35993,74338,1707340,2754020,8189935,5480247,453048
California,3328,"Coating, engraving, heat treating, and allied activities",2013,14408,650546,11262,23426,438478,531801,2189692,1655966,65702
California,3329,Other fabricated metal product manufacturing,2013,18225,1054035,12099,24731,527507,2040477,4917500,2938333,112111
California,333,Machinery manufacturing,2013,69807,4849172,40971,81682,2021970,9558316,22125775,12493787,561665
California,3331,"Agriculture, construction, and mining machinery manufacturing",2013,5581,308331,4001,7634,194242,1096124,2393313,1244413,39176
California,3332,Industrial machinery manufacturing,2013,9637,1061419,4151,8535,201692,1126364,2760403,1649931,187858
California,3333,Commercial and service industry machinery manufacturing,2013,9065,615910,4888,9618,250880,1916115,3639805,1747722,47738
California,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",2013,8234,430669,4930,9343,201464,765660,1788309,1038409,42540
California,3335,Metalworking machinery manufacturing,2013,8733,510703,6302,13217,308232,847515,2312378,1455766,58767
California,3336,"Engine, turbine, and power transmission equipment manufacturing",2013,9735,768540,5244,9829,307780,1084618,3598961,2475773,70726
California,3339,Other general purpose machinery manufacturing,2013,18823,1153601,11456,23505,557679,2721920,5632606,2881775,114860
California,334,Computer and electronic product manufacturing,2013,169592,14866095,80215,158625,5020419,29754152,68127022,38192804,2296019
California,3341,Computer and peripheral equipment manufacturing,2013,11414,961879,4039,7712,213645,2680954,5523696,2827578,55001
California,3342,Communications equipment manufacturing,2013,33869,3762617,17072,33609,1778754,7921679,14421595,6262674,1063266
California,3343,Audio and video equipment manufacturing,2013,3194,201094,1400,2752,46064,424353,1144343,740040,12233
California,3344,Semiconductor and other electronic component manufacturing,2013,56261,3854942,34405,68784,1657673,9712643,19872301,10200246,729841
California,3345,"Navigational, measuring, electromedical, and control instruments manufacturing",2013,63212,5980520,22243,43604,1272777,8797115,26590341,17836900,415169
California,3346,Manufacturing and reproducing magnetic and optical media,2013,1641,105045,1056,2164,51506,217408,574746,325366,20510
California,335,"Electrical equipment, appliance, and component manufacturing",2013,33374,2062515,19012,38614,744496,4965464,9904536,4978003,229871
California,3351,Electric lighting equipment manufacturing,2013,7639,374455,4862,9883,171602,754525,1691145,937702,46355
California,3352,Household appliance manufacturing,2013,1018,42728,712,1364,22428,97153,218801,124363,1761
California,3353,Electrical equipment manufacturing,2013,9123,538741,4833,9473,192575,989346,2249282,1270498,43665
